show,season,ep,title,city_or_area,country,state,coordinates,source
No Reservations,1,1,France: Why the French Don't Suck,Paris,France,NA,"48.856614,2.352222",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,2,Iceland: Hello Darkness My Old Friend,Reykjavík,Iceland,NA,"64.126521,-21.817439",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,3,New Jersey,Fort Lee,United States,NJ,"40.850933,-73.970138",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/
No Reservations,1,3,New Jersey,Barnegat Light,United States,NJ,"39.757620,-74.106247",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/
No Reservations,1,3,New Jersey,Atlantic City,United States,NJ,"39.364283,-74.422927",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/
No Reservations,1,3,New Jersey,Camden,United States,NJ,"39.925946,-75.119620",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/
No Reservations,1,3,New Jersey,Warren Grove,United States,NJ,"39.746634,-74.370289",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/
No Reservations,1,3,New Jersey,Asbury Park,United States,NJ,"40.220391,-74.012082",http://ethnicnj.com/bourdains-new-jersey-the-restaurants/
No Reservations,1,4,Vietnam: The Island of Mr. Sang,Hanoi,Vietnam,NA,"21.027764,105.834160",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,4,Vietnam: The Island of Mr. Sang,Mai Châu,Vietnam,NA,"20.690134,105.008989",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,4,Vietnam: The Island of Mr. Sang,Tuần Châu,Vietnam,NA,"20.927450,106.986038",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,5,Malaysia: Into the Jungle,Kuala Lumpur,Malaysia,NA,"3.139003,101.686855",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,6,Sicily,"Parlermo, Sicily",Italy,NA,"38.115688,13.361267",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt
No Reservations,1,6,Sicily,"Trapani, Sicily",Italy,NA,"38.017618,12.537202",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt
No Reservations,1,6,Sicily,"Agrigento, Sicily",Italy,NA,"37.309407,13.585982",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt
No Reservations,1,6,Sicily,"Taormina, Sicily",Italy,NA,"37.851637,15.285313",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt
No Reservations,1,6,Sicily,"Catania, Sicily",Italy,NA,"37.507877,15.083030",https://www.imdb.com/title/tt0513622/locations?ref_=tt_dt_dt
No Reservations,1,7,Las Vegas,Las Vegas,United States,Nevada,"36.169941,-115.139830",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,8,Uzbekistan,Samarkand,Uzbekistan,NA,"39.627012,66.974973",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,8,Uzbekistan,Tashkent,Uzbekistan,NA,"41.299496,69.240073",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,1,9,New Zealand: Down Under the Down Under,Christchurch,New Zealand,NA,"-43.532054,172.636225",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,1,Asia Special: China & Japan,Osaka,Japan,NA,"34.693738,135.502165",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,1,Asia Special: China & Japan,Kisoji,Japan,NA,"36.074885,138.089862",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,1,Asia Special: China & Japan,Xi’an,China,NA,"34.341574,108.939770",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,1,Asia Special: China & Japan,Beijing,China,NA,"39.904200,116.407396",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,1,Asia Special: China & Japan,Chengdu,China,NA,"30.572815,104.066801",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,2,South Florida,Miami,United States,Florida,"25.761680,-80.191790",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,2,South Florida,Key West,United States,Florida,"24.555059,-81.779987",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,3,Peru,Lima,Peru,NA,"-12.046373,-77.042754",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,3,Peru,Tambopata,Peru,NA,"-12.582529,-69.193276",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,3,Peru,Cusco,Peru,NA,"-13.531950,-71.967463",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,3,Peru,Machu Picchu,Peru,NA,"-13.163141,-72.544963",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,4,Peru,"Montreal, Quebec",Canada,NA,"45.501689,-73.567256",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,4,Quebec,"Marieville, Quebec",Canada,NA,"45.432629,-73.160204",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,4,Quebec,"Rigaud, Quebec",Canada,NA,"45.483074,-74.282199",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,4,Quebec,"Inukjuak, Quebec",Canada,NA,"58.455121,-78.105103",https://www.imdb.com/title/tt0933410/locations?ref_=tt_dt_dt
No Reservations,2,5,Sweden,Stockholm,Sweden,NA,"59.329323,18.068581",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,6,Puerto Rico,"Cayey, Puerto Rico",United States,NA,"18.111905,-66.166000",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt
No Reservations,2,6,Puerto Rico,"Ponce, Puerto Rico",United States,NA,"18.011077,-66.614062",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt
No Reservations,2,6,Puerto Rico,"Bayam, Puerto Rico",United States,NA,"18.220833,-66.590149",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt
No Reservations,2,6,Puerto Rico,"San Juan, Puerto Rico",United States,NA,"18.465539,-66.105735",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt
No Reservations,2,6,Puerto Rico,"Isabela, Puerto Rico",United States,NA,"18.470386,-67.024206",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt
No Reservations,2,6,Puerto Rico,"Vega Baja, Puerto Rico",United States,NA,"18.446922,-66.397314",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt
No Reservations,2,6,Puerto Rico,"Caguas, Puerto Rico",United States,NA,"18.238799,-66.035249",https://www.imdb.com/title/tt0933412/locations?ref_=tt_dt_dt
No Reservations,2,7,Japan,Osaka,Japan,NA,"34.693738,135.502165",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,8,US/Mexico Border,Del Rio,United States,Texas,"29.370886,-100.895867",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt
No Reservations,2,8,US/Mexico Border,Rio Grande,United States,Texas,"26.379787,-98.820305",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt
No Reservations,2,8,US/Mexico Border,Monterrey,Mexico,NA,"25.686614,-100.316113",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt
No Reservations,2,8,US/Mexico Border,Tamaulipas,Mexico,NA,"24.266940,-98.836275",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt
No Reservations,2,8,US/Mexico Border,Coahuíla,Mexico,NA,"27.058676,-101.706829",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt
No Reservations,2,8,US/Mexico Border,Laredo,United States,Texas,"27.530567,-99.480324",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt
No Reservations,2,8,US/Mexico Border,Eagle Pass,United States,Texas,"28.709143,-100.499521",https://www.imdb.com/title/tt0988175/locations?ref_=tt_dt_dt
No Reservations,2,9,India (Rajasthan),Udaipur,India,NA,"24.585445,73.712479",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,9,India (Rajasthan),Jodhpur,India,NA,"26.238947,73.024309",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,9,India (Rajasthan),Jaisalmer,India,NA,"26.915749,70.908344",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,10,India (Kolkata/Mumbai),Kolkata,India,NA,"22.572646,88.363895",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,10,India (Kolkata/Mumbai),Mumbai,India,NA,"19.075984,72.877656",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,11,Korea,Seoul,South Korea,NA,"37.566535,126.977969",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,12,Indonesia,Bali,Indonesia,NA,"-8.409518,115.188916",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,12,Indonesia,Jakarta,Indonesia,NA,"-6.175110,106.865039",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,2,13,Special: Decoding Ferran Adria,Barcelona,Spain,NA,"41.385064,2.173403",https://www.travelchannel.com/shows/anthony-bourdain/episodes/anthony-bourdain-no-reservations-decoding-ferran-adria
No Reservations,2,14,Special: Anthony Bourdain in Beirut,Beirut,Lebanon,NA,"33.893791,35.501777",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,1,Ireland,Dublin,Ireland,NA,"53.349805,-6.260310",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,1,Ireland,Belfast,Ireland,NA,"54.597285,-5.930120",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,2,Ghana,Accra,Ghana,NA,"5.603717,-0.186964",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt
No Reservations,3,2,Ghana,Ashanti,Ghana,NA,"6.747044,-1.520862",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt
No Reservations,3,2,Ghana,Nzulezo,Ghana,NA,"5.020827,-2.597921",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt
No Reservations,3,2,Ghana,Mole Game Reserve,Ghana,NA,"9.500000,-2.000000",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt
No Reservations,3,2,Ghana,Adanwomase,Ghana,NA,"6.831355,-1.462624",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt
No Reservations,3,2,Ghana,Beyin,Ghana,NA,"4.988470,-2.590404",https://www.imdb.com/title/tt0943556/locations?ref_=tt_dt_dt
No Reservations,3,3,Pacific Northwest,Portland,Oregon,NA,"45.512231,-122.658719",https://www.imdb.com/title/tt0943559/locations?ref_=tt_dt_dt
No Reservations,3,3,Pacific Northwest,Seattle,Washington,NA,"47.606209,-122.332071",https://www.imdb.com/title/tt0943559/locations?ref_=tt_dt_dt
No Reservations,3,3,Pacific Northwest,Shelton,Washington,NA,"47.215094,-123.100707",https://www.imdb.com/title/tt0943559/locations?ref_=tt_dt_dt
No Reservations,3,4,Namibia,Walvis Bay,Namibia,NA,"-22.958408,14.505751",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt
No Reservations,3,4,Namibia,Windhoek,Namibia,NA,"-22.560881,17.065755",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt
No Reservations,3,4,Namibia,Katutura,Namibia,NA,"-22.521134,17.059849",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt
No Reservations,3,4,Namibia,Khomas,Namibia,NA,"-22.637785,17.101193",https://www.imdb.com/title/tt0943558/locations?ref_=tt_dt_dt
No Reservations,3,5,Russia,Moscow,Russia,NA,"55.755826,37.617300",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,6,Los Angeles,Los Angeles,United States,California,"34.052234,-118.243685",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,7,From Shanghai to Shangri-la,Shanghai,China,NA,"31.230390,121.473702",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,7,From Shanghai to Shangri-la,Dali,China,NA,"25.606486,100.267638",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,7,From Shanghai to Shangri-la,Lijiang,China,NA,"26.855047,100.227750",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,7,From Shanghai to Shangri-la,Zhangdian,China,NA,"36.806669,118.017938",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,8,New York City,New York,United States,New York,"40.712775,-74.005973",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,9,Brazil,São Paulo,Brazil,NA,"-23.550520,-46.633309",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,10,French Polynesia,Tahiti,French Polynesia,NA,"-17.650920,-149.426042",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,10,French Polynesia,Tuamotu Archipelago,French Polynesia,NA,"-18.615949,-138.719142",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,10,French Polynesia,Marquesas Islands,French Polynesia,NA,"-9.781216,-139.081712",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,11,Cleveland,Cleveland,United States,Ohio,"41.499320,-81.694361",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,12,Hong Kong,Hong Kong,China,NA,"22.396428,114.109497",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,13,Argentina,Buenos Aires,Argentina,NA,"-34.603684,-58.381559",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,14,South Carolina,Charleston,United States,South Carolina,"32.776475,-79.931051",Could have been more cities
No Reservations,3,15,Tuscany,Tuscany,Italy,NA,"43.771051,11.248621",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,3,16,Holiday Special,Danbury,United States,Connecticut,"41.394817,-73.454011",http://www2.readingeagle.com/article.aspx?id=70789
No Reservations,4,1,Singapore,Singapore,Singapore,NA,"1.352083,103.819836",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,2,Berlin,Berlin,Germany,NA,"52.520007,13.404954",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,3,"Vancouver, BC","Vancouver, British Columbia",Canada,NA,"49.282729,-123.120738",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,4,Greek Islands,Crete,Greece,NA,"35.240117,24.809269",https://www.imdb.com/title/tt1189463/locations?ref_=tt_dt_dt
No Reservations,4,4,Greek Islands,Zakynthos,Greece,NA,"37.787033,20.899876",https://www.imdb.com/title/tt1189463/locations?ref_=tt_dt_dt
No Reservations,4,5,New Orleans,New Orleans,United States,Louisiana,"29.951066,-90.071532",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,6,London/Edinburgh,London,"England, United Kingdom",NA,"51.507351,-0.127758",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,6,London/Edinburgh,Edinburgh,"Scotland, United Kingdom",NA,"55.953252,-3.188267",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,7,Jamaica,Kingston,Jamaica,NA,"18.017874,-76.809904",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,8,Romania,Bucharest,Romania,NA,"44.426767,26.102538",https://www.imdb.com/title/tt1189467/locations?ref_=tt_dt_dt
No Reservations,4,8,Romania,Brașov,Romania,NA,"45.657975,25.601198",https://www.imdb.com/title/tt1189467/locations?ref_=tt_dt_dt
No Reservations,4,9,Hawaii,Honolulu,United States,Hawaii,"21.306944,-157.858333",https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt
No Reservations,4,9,Hawaii,"North Shore, O'ahu",United States,Hawaii,"21.561657,-158.071598",https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt
No Reservations,4,9,Hawaii,"Kapolei, O'ahu",United States,Hawaii,"21.335391,-158.056896",https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt
No Reservations,4,9,Hawaii,Koloa,United States,Hawaii,"21.906667,-159.469167",https://www.imdb.com/title/tt1189464/locations?ref_=tt_dt_dt
No Reservations,4,10,Into the Fire NY,"Manhattan, New York",United States,New York,"40.783060,-73.971249",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,11,Laos,Vientiane,Laos,NA,"17.975706,102.633104",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,12,Colombia,Medellín,Colombia,NA,"6.244203,-75.581212",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,12,Colombia,Cartagena,Colombia,NA,"10.391049,-75.479426",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,13,Saudi Arabia,Jeddah,Saudi Arabia,NA,"21.485811,39.192505",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,14,Uruguay,Montevideo,Uruguay,NA,"-34.901113,-56.164531",https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt
No Reservations,4,14,Uruguay,Garzón,Uruguay,NA,"-34.593287,-54.543036",https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt
No Reservations,4,14,Uruguay,Lavalleja,Uruguay,NA,"-34.374324,-55.237146",https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt
No Reservations,4,14,Uruguay,Maldonado,Uruguay,NA,"-34.905408,-54.950171",https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt
No Reservations,4,14,Uruguay,Jose Ignacio,Uruguay,NA,"-34.835915,-54.645146",https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt
No Reservations,4,14,Uruguay,Cabo Polonio,Uruguay,NA,"-34.402302,-53.794941",https://www.imdb.com/title/tt1277182/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Amarillo,United States,Texas,"35.221997,-101.831297",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Indio,United States,California,"33.720577,-116.215562",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Abiquiu,United States,New Mexico,"36.207241,-106.318640",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Green Valley,United States,Arizona,"31.854251,-110.993702",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Salton Sea,United States,California,"33.328618,-115.843412",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Niland,United States,California,"33.240037,-115.518876",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Woodway,United States,Texas,"31.506000,-97.205006",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Hatch,United States,New Mexico,"32.665357,-107.153074",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Phoenix,United States,Arizona,"33.448377,-112.074037",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Palm Springs,United States,California,"33.830296,-116.545292",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Bombay Beach,United States,California,"33.350867,-115.729715",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,15,U.S. Southwest,Waco,United States,Texas,"31.549333,-97.146670",https://www.imdb.com/title/tt1591672/locations?ref_=tt_dt_dt
No Reservations,4,16,Tokyo,Tokyo,Japan,NA,"35.689487,139.691706",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,17,Spain,Catalonia,Spain,NA,"41.591159,1.520862",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,17,Spain,San Sebastian,Spain,NA,"43.318334,-1.981231",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,17,Spain,Barcelona,Spain,NA,"41.385064,2.173403",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,17,Spain,Basque Country,Spain,NA,"42.989625,-2.618927",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,18,Egypt,Seds,Egypt,NA,"30.063678,31.219527",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,18,Egypt,Cairo,Egypt,NA,"30.044420,31.235712",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,18,Egypt,Luxor,Egypt,NA,"25.687243,32.639636",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,19,"So Long, Summer","Manhattan, New York",United States,New York,"40.783060,-73.971249",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,4,20,Special: At the Table with Anthony Bourdain,"Manhattan, New York",United States,New York,"40.783060,-73.971249",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,1,Mexico,Puebla,Mexico,NA,"19.041440,-98.206273",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,1,Mexico,Mexico City,Mexico,NA,"19.432608,-99.133208",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,2,Venice,Venice,Italy,NA,"45.440847,12.315515",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,3,"Washington, D.C.",Washington,United States,D.C.,"38.907192,-77.036871",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,4,Azores,Azores,Portugal,NA,"37.741249,-25.675594",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,5,Chicago,Chicago,United States,Illinois,"41.878114,-87.629798",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,6,Food Porn,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,7,Philippines,Manila,Philippines,NA,"14.599512,120.984219",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,7,Philippines,Pampanga,Philippines,NA,"15.079409,120.619989",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,7,Philippines,Cebu,Philippines,NA,"10.315699,123.885437",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,8,Disappearing Manhattan,"Manhattan, New York",United States,New York,"40.783060,-73.971249",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,9,Sri Lanka,Colombo,Sri Lanka,NA,"6.927079,79.861243",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,10,Vietnam: There's No Place Like Home,Ho Chi Minh City,Vietnam,NA,"10.823099,106.629664",https://www.imdb.com/title/tt1566960/locations?ref_=tt_dt_dt
No Reservations,5,10,Vietnam: There's No Place Like Home,Hội An,Vietnam,NA,"15.880058,108.338047",https://www.imdb.com/title/tt1566960/locations?ref_=tt_dt_dt
No Reservations,5,11,Chile,Santiago,Chile,NA,"-33.448890,-70.669265",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,11,Chile,Patagonia,Chile,NA,"-41.810147,-68.906269",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,12,Australia,Melbourne,Australia,NA,"-37.813628,144.963058",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,13,Rust Belt,Baltimore,United States,Maryland,"39.290385,-76.612189",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,13,Rust Belt,Detroit,United States,Michigan,"42.331427,-83.045754",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,13,Rust Belt,Buffalo,United States,New York,"42.886447,-78.878369",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,14,Down on the Street,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,15,San Francisco,San Francisco,United States,California,"37.774929,-122.419416",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,16,Thailand,Bangkok,Thailand,NA,"13.756331,100.501765",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,16,Thailand,Phuket,Thailand,NA,"7.951933,98.338088",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,17,Montana,Livingston,United States,Montana,"45.661411,-110.559956",https://www.imdb.com/title/tt1591666/?ref_=ttep_ep17
No Reservations,5,18,Burning Questions,NA,NA,NA,NA,https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,19,New York Outer Boroughs,"Staten Island, New York",United States,New York,"40.579532,-74.150201",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,19,New York Outer Boroughs,"Queens, New York",United States,New York,"40.728224,-73.794852",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,19,New York Outer Boroughs,"Brooklyn, New York",United States,New York,"40.678178,-73.944158",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,19,New York Outer Boroughs,"The Bronx, New York",United States,New York,"40.844782,-73.864827",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,5,20,Sardinia,Sardinia,Italy,NA,"40.120875,9.012893",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,6,1,Panama,Panama City,Panama,NA,"8.982379,-79.519870",http://www.noreservationslocations.com/panama-episode.html
No Reservations,6,2,Istanbul,Istanbul,Turkey,NA,"41.008238,28.978359",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,6,3,Brittany,Brittany,France,NA,"48.202047,-2.932644",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,6,4,Prague,Prague,Czech Republic,NA,"50.075538,14.437800",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,6,5,"Hudson Valley, NY",Hudson Valley,United States,New York,"41.920902,-73.961289",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,6,6,Ecuador,Quito,Ecuador,NA,"-0.180653,-78.467838",https://en.wikipedia.org/wiki/Anthony_Bourdain:_No_Reservations
No Reservations,6,6,Ecuador,Guayaquil,Ecuador,NA,"-2.170998,-79.922359",http://www.noreservationslocations.com/ecuador-episode.html
